	DOI	acquisition_orientation	add_date	authors	autocorrelation_model	b0_unwarping_software	contributors	coordinate_space	description	doi_add_date	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	collection_id	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	journal_name	length_of_blocks	length_of_runs	length_of_trials	matrix_size	modify_date	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	name	nonlinear_transform_type	number_of_experimental_units	number_of_imaging_runs	number_of_rejected_subjects	number_of_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	owner	owner_name	paper_url	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	url	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives
410	10.1530/endoabs.37.EP1049		2014-10-09T13:45:56.172699Z	Eva Maria Quinque, Stefan Karger, Katrin Arelin, Matthias L Schroeter, Jurgen Kratzsch and Arno Villringer					"This collection is published here: Endocrine Abstracts (2015) 37 EP1049. It describes an additional study group from the study described here, Quinque et al. 2014: doi 10.1016/j.psyneuen.2014.01.015

Patients were newly diagnosed with hypothyroidism due to Hashimoto's thyroiditis. 11 patients were recruited between June 2011 and June 2013 via local endocrinologists and among blood donors and participants of a large cohort study (LIFE). One patient had to be excluded due to a benign brain anomaly, another for a lack of hypothyroidism at study entry. Nine healthy control subjects were selected from the control sample of Quinque et al. 2014 to match the patients in age, sex and intelligence.
Sample description: mean age/SD patients 42+/-5, controls 38+/-8; 8 females each; IQ patients 104+/-10, controls 107+/-8. Thyroid laboratory values: patients session 1: TSH 6.1+/-1, fT3 4.8+/-1, fT4 12.6+/-2, TPO 285+/- 184; patients session 2: TSH 3.4+/-1, fT3 4.6+/-1, fT4 15.7+/-2, TPO 287+/-184; controls session 1: TSH 2.9+/- 1, fT3 4.5+/-1, fT4 14.9+/- 1, TPO 11+/-2; controls session 2: TSH 2.5+/- 1, fT3 4.4+/-0.4, fT4 14.5+/- 1, TPO 9+/-3.
The scanning protocol was identical to the one reported in Quinque et al. 2014. Analysis was identical except that data was not averaged over the two timepoints.
Groups were compared at both sessions separately. In addition, paired t-tests were used to analyse changes over time in the patient group. Thirdly, the interaction between session and group was analysed in a 2x2 ANOVA design. All analyses were controlled for age and sex, VBM analyses additionally for total intracranial volume (TIV).
Resting-state fMRI was only available for 8 patients, because one patient panicked after the structural scan. One control subjects was equally removed from the analysis to ensure matching between the groups.
The task fMRI data was not analysed due to an unexpected performance difference even before treatment in the direction that the patients performed better.
Overall conclusion: We were not able to find any group differences or changes over time that would survive classical statistical thresholds at the level of whole brain analyses or regions of interest analyses, (six ROIS as in Quinque et al. 2014 were used). As the sample was small and the disease severity and treatment effect on thyroid laboratory values likewise, we cannot conclude whether the result is due to a lack of power or whether there really are no structural and functional brain changes. Therefore, we refrain from publication, but want to make the data available for metaanalyses to avoid publication bias towards positive findings from little powered studies.
"	2014-10-09T13:45:56.172699Z																				169								Endocrine Abstracts					2015-12-23T11:03:03.491526Z					Brain, mood and cognition during treatment initiation in mild hypothyroidism												136	weig@cbs.mpg.de	http://www.endocrine-abstracts.org/ea/0037/ea0037EP1049.htm																							http://neurovault.org/collections/169/												
413	10.1371/journal.pone.0136168		2016-01-07T12:33:47.228518Z	Jun Nakagawa, Muneyoshi Takahashi, Rieko Okada, Eisuke Matsushima, Tetsuya Matsuda and Hisao Nishijo						2016-01-08T03:07:36.267392Z																	right			1072								PLOS ONE					2016-01-08T03:14:14.697558Z					Women’s Preference for a Male Acquaintance Enhances Social Reward Processing of Material Goods in the Anterior Cingulate Cortex												862	jnnkgw	http://dx.plos.org/10.1371/journal.pone.0136168		0.0																					http://neurovault.org/collections/1072/												
415	10.1002/1097-0193(200007)10:3<120::AID-HBM30>3.0.CO;2-8		2014-12-23T21:06:23.929906Z	Jack L. Lancaster, Marty G. Woldorff, Lawrence M. Parsons, Mario Liotti, Catarina S. Freitas, Lacy Rainey, Peter V. Kochunov, Dan Nickerson, Shawn A. Mikiten and Peter T. Fox					"***The .xml files associated with this atlas have been modified and are not the same as the ones supplied by FSL. We subtracted 1 from each index value in order to match the convention used in all the other .xml files supplied by FSL.***


Talairach et al. Co-planar stereotaxic atlas of the human brain. Thieme, New York. (1988)
Lancaster et al. Bias between MNI and Talairach coordinates analyzed using the ICBM-152 brain template. Human Brain Mapping (in press) (2007)
Lancaster et al. Automated Talairach Atlas labels for functional brain mapping. Human Brain Mapping 10:120-131 (2000)"	2016-01-03T04:06:26.504747Z																				291								Human Brain Mapping					2016-01-03T04:06:29.899553Z					Automated Talairach Atlas labels for functional brain mapping												248	jbwexler	http://doi.wiley.com/10.1002/%28ISSN%291097-0193																							http://neurovault.org/collections/291/												
418	10.1016/j.neuroimage.2011.12.044		2014-12-16T01:09:05.956004Z	Birte U. Forstmann, Max C. Keuken, Sara Jahfari, Pierre-Louis Bazin, Jane Neumann, Andreas Schäfer, Alfred Anwander and Robert Turner					Forstmann, B. U., Keuken, M. C., Jahfari, S., Bazin, P.-L., Neumann, J., Schaefer, A., Anwander, A., & Turner, R. (2012). Cortico-subthalamic white matter tract strength predicts interindividual efficacy in stopping a motor response. Neuroimage 60, 370-375.	2016-01-03T03:40:30.817230Z																				268								NeuroImage					2016-01-03T03:40:55.955746Z					Cortico-subthalamic white matter tract strength predicts interindividual efficacy in stopping a motor response												248	jbwexler	http://linkinghub.elsevier.com/retrieve/pii/S1053811911014467																							http://neurovault.org/collections/268/												
421	10.1002/hbm.23084		2015-03-09T22:49:02.949625Z	Enrico Glerean, Raj K. Pan, Juha Salmi, Rainer Kujala, Juha M. Lahnakoski, Ulrika Roine, Lauri Nummenmaa, Sami Leppämäki, Taina Nieminen-von Wendt, Pekka Tani, Jari Saramäki, Mikko Sams and Iiro P. Jääskeläinen					"Whole brain graph analysis. Nodes are 6 mm isotropic voxels covering the whole grey matter (cerebral cortex, cerebellum, subcortex). Each node is classified into different subnetworks

Each map shows the nodes of a functional subnetwork with values expressing the consistency of the consensus cluster (from 0 to 1), i.e. the ratio of participants with consistent clustering for each node.
"	2016-01-13T06:30:03.436156Z																				437								Human Brain Mapping					2016-01-13T06:30:39.271188Z					Reorganization of functionally connected brain subnetworks in high-functioning autism												101	e.glerean	http://doi.wiley.com/10.1002/hbm.23084																							http://neurovault.org/collections/437/												
422	10.1186/s13229-016-0076-x		2016-01-07T20:02:18.071805Z	Daniel Y.-J. Yang, Danielle Beam, Kevin A. Pelphrey, Sebiha Abdullahi and Roger J. Jou						2016-01-25T18:52:16.579355Z																				1073								Molecular Autism					2016-01-25T18:52:23.367057Z					Cortical morphological markers in children with autism: a structural magnetic resonance imaging study of thickness, area, volume, and gyrification												210	daniel.yj.yang	http://www.molecularautism.com/content/7/1/11																							http://neurovault.org/collections/1073/												
423	10.1093/scan/nsr094	axial	2015-01-01T01:02:21.860352Z	L. J. Chang and A. G. Sanfey	FSL Default				Expectation violations in the ultimatum game.	2015-01-01T01:02:21.860352Z	25.0	192.0	3.0			True		False		Mixed Effects	randommixedeffects	3 level where run was second level	GLM		False		right	double gamma	66 seconds	298	no significant health or neuropsychiatric disorders, taking psychoactive medication			linear		GLM		Social Cognitive and Affective Neuroscience				9696.0	2015-12-23T11:01:24.464201Z				FSL	Great expectations: neural computations underlying the use of social norms in decision-making			3.0	1.0	18.0		False		interleaved			28	LukeChang	http://scan.oxfordjournals.org/lookup/doi/10.1093/scan/nsr094	GRAPPA	44.0	3 shot multiple echo planar imaging	ICA	2.0		GE		0.0	3.0	FSL			FSL	4.1.4		19.9					eventrelated	http://neurovault.org/collections/298/	False	False	True	True	True	True		False	False	True		True
424	10.1016/j.cub.2014.08.024		2014-10-29T06:39:16.336198Z	Alexander Schaefer, Inga Burmann, Ralf Regenthal, Katrin Arélin, Claudia Barth, André Pampel, Arno Villringer, Daniel S. Margulies and Julia Sacher					Serotonin functions as an essential neuromodulator that serves a multitude of roles, most prominently balancing mood [ 1 ]. Serotonergic challenge has been observed to reduce intrinsic functional connectivity in brain regions implicated in mood regulation [ 2–4 ]. However, the full scope of serotonergic action on functional connectivity in the human brain has not been explored. Here, we show evidence that a single dose of a serotonin reuptake inhibitor dramatically alters functional connectivity throughout the whole brain in healthy subjects (n = 22). Our network-centrality analysis reveals a widespread decrease in connectivity in most cortical and subcortical areas. In the cerebellum and thalamus, however, we find localized increases. These rapid and brain-encompassing connectivity changes linked to acute serotonin transporter blockade suggest a key role for the serotonin transporter in the modulation of the functional macroscale connectome.	2014-10-29T06:39:16.336198Z								True												190				linear				Current Biology					2015-12-23T11:01:21.823109Z					Serotonergic Modulation of Intrinsic Functional Connectivity				2.0	22.0							140	alexschaefer83	http://linkinghub.elsevier.com/retrieve/pii/S0960982214010379							Siemens															other	http://neurovault.org/collections/190/				True								
425	10.1016/j.neuroimage.2015.06.062	Coronal	2015-08-11T12:21:36.391331Z	Jelle R. Dalenberg, Heleen R. Hoogeveen, Remco J. Renken, Dave R.M. Langers and Gert J. ter Horst				mni	These images contain the contrast images and response maps provided in the paper. Abstract: The primary gustatory area is located in the insular cortex. Although the insular cortex has been the topic of multiple parcellation studies, its functional specialization regarding taste processing received relatively little attention. Studies investigating the brain response to taste suggested that the insular cortex is involved in processing multiple characteristics of a taste stimulus, such as its quality, intensity, and pleasantness. In the current functional magnetic resonance study, younger and older adult male subjects were exposed to four basic tastes in five increasing concentrations. We applied a data-driven analysis to obtain insular response maps, which showed that the insular cortex processes the presence of taste, its corresponding pleasantness, as well as its concentration. More specifically, the left and right insular cortices are differentially engaged in processing the aforementioned taste characteristics: representations of the presence of a taste stimulus as well as its corresponding pleasantness dominate in the left insular cortex, whereas taste concentration processing dominates in the right insular cortex. These results were similar across both age groups. Our results fit well within previous cytoarchitectural studies and show insular lateralization in processing different aspects of taste stimuli in men. 	2015-08-11T12:21:36.391331Z	30.0		3.0	7.0		True	SPM8 native	False	Combination of healthy young and older male participants.		fixedeffects		regression	SPM8 native			right	HRF	128	754	No history of taste, smell, neurological, or psychological disorders. Right handed, non-smoker for at least 3 months,. No using any form of medication affecting taste perception.		SPM8	nonlinear		regression	SPM8	NeuroImage	3.0	900.0	variable		2015-12-23T08:02:09.625663Z			mean image.	SPM8 native	Functional specialization of the male insula during taste perception	DARTEL	15.0	4.0	2.0	38.0	T1				Realignment, coregistration, normalization, smoothing		521	j.r.dalenberg	http://linkinghub.elsevier.com/retrieve/pii/S1053811915005674		1.0	PRESTO	Visual	0.852	2.0	Philips	Intera		3.0	PRESTO images do not require timing correction.	6.0	FWHM	SPM	8	72.0	43.84	19.0	2.0	SPM8 native		blocked	http://neurovault.org/collections/754/	False		True	True	True	True			False	False	True	
427	10.1016/j.neuroimage.2016.01.013		2016-01-22T15:37:33.246185Z	Athanassios Protopapas, Eleni Orfanidou, J.S.H. Taylor, Efstratios Karavasilis, Efthymia C. Kapnoula, Georgia Panagiotaropoulou, Georgios Velonakis, Loukia S. Poulou, Nikolaos Smyrnis and Dimitrios Kelekis					Statistical parametric maps (SPM T volumes registered to MNI space) from 2nd level (group) analyses reported in the paper, including data from 44 participants; plus the mean anatomical (T1) image.  	2016-01-22T15:37:33.245656Z																				1126								NeuroImage					2016-01-22T16:38:23.836248Z					Evaluating cognitive models of visual word recognition using fMRI: Effects of lexical and sublexical variables												281	protopap@gmail.com	http://linkinghub.elsevier.com/retrieve/pii/S1053811916000197																							http://neurovault.org/collections/1126/												
431	10.1093/cercor/bhu217		2015-10-05T22:33:18.149819Z	B. T. Thomas Yeo, Fenna M. Krienen, Simon B. Eickhoff, Siti N. Yaakub, Peter T. Fox, Randy L. Buckner, Christopher L. Asplund and Michael W.L. Chee						2015-10-05T22:33:18.148705Z					https://surfer.nmr.mgh.harvard.edu/fswiki/BrainmapOntology_Yeo2015															866								Cerebral Cortex					2016-01-17T20:52:23.819904Z					Functional Specialization and Flexibility in Human Association Cortex												15	yeoyeo02	http://www.cercor.oxfordjournals.org/lookup/doi/10.1093/cercor/bhu217																							http://neurovault.org/collections/866/												
433	10.1016/j.biopsych.2015.08.029		2015-07-02T20:23:50.367283Z	Mary Beth Nebel, Ani Eloyan, Carrie A. Nettles, Kristie L. Sweeney, Katarina Ament, Rebecca E. Ward, Ann S. Choe, Anita D. Barber, James J. Pekar and Stewart H. Mostofsky				mni	We acquired resting state functional Magnetic Resonance Imaging scans from 100, 8-12 year-old children (50 with Autism Spectrum Disorder) at Kennedy Krieger Institute (KKI). Group independent component analysis was used to estimate functional connectivity between visual and motor systems. We also ran group ICA on a subsample of data provided by the University of Michigan (UM_1) to the Autism Brain Imaging Data Exchange. We included all male subjects from UM_1 for whom DSM-IV-TR Diagnostic Category was provided, who met our criteria for motion, and whose images were successfully registered to standard space (N = 25). We then restricted the TD sample to balance the two diagnostic groups according to Full Scale IQ, age, handedness and between volume head movement. For each sample, there are 5 maps representing two motor components and three visual components. These unthresholded maps are the result of entering participant-specific motor and visual components from the corresponding sample into one-sample t-tests. 	2015-10-30T00:34:52.369804Z						True														693								Biological Psychiatry					2015-12-23T11:03:12.977531Z					Intrinsic visual-motor synchrony correlates with social deficits in autism			1.0									241	mb.nebel	http://linkinghub.elsevier.com/retrieve/pii/S0006322315007283						2.0						6.0										other	http://neurovault.org/collections/693/				True	True					True	True	
434	10.1177/0956797615569002		2014-12-30T22:01:51.174588Z	R. P. Spunt and R. Adolphs					People typically explain others’ behaviors by attributing them to the beliefs and motives of an unobservable mind. Although such attributional inferences are critical for understanding the social world, it is unclear whether they rely on processes distinct from those used to understand the nonsocial world. In the present study, we used functional MRI to identify brain regions associated with making attributions about social and nonsocial situations. Attributions in both domains activated a common set of brain regions, and individual differences in the domain-specific recruitment of one of these regions—the dorsomedial prefrontal cortex (DMPFC)—correlated with attributional accuracy in each domain. Overall, however, the DMPFC showed greater activation for attributions about social than about nonsocial situations, and this selective response to the social domain was greatest in participants who reported the highest levels of social expertise. We conclude that folk explanations of behavior are an expert use of a domain-general cognitive ability.	2014-12-30T22:01:51.174588Z								False									right			297	neurologically and psychiatrically healthy, had normal or corrected-tonormal vision, spoke English fluently, had an IQ in the normal range							Psychological Science					2015-12-23T11:03:20.085190Z					Folk Explanations of Behavior: A Specialized Use of a Domain-General Mechanism				2.0	19.0							267	spunt	http://pss.sagepub.com/lookup/doi/10.1177/0956797615569002		0.3														46.0	28.32	21.0					http://neurovault.org/collections/297/												
435	10.1371/journal.pone.0097176		2013-09-05T09:18:10.000122Z	Krzysztof J. Gorgolewski, Dan Lurie, Sebastian Urchs, Judy A. Kipping, R. Cameron Craddock, Michael P. Milham, Daniel S. Margulies, Jonathan Smallwood					To understand the relationship between self-generated mental activity and intrinsic neural fluctuations, we developed the New York Cognition Questionnaire (NYC-Q) to access the content and form of an individual's experiences during the acquisition of resting-state functional magnetic resonance imaging data. The self-report assessment and imaging data were collected as a part of the Nathan Kline Rockland Enhanced sample, which is a large-scale community sample of both phenotypic and neuroimaging data that is being openly shared as it is acquired. We decomposed NYC-Q scores using exploratory factor analysis and used these components to explore relationships between types of spontaneous thought and measures of intrinsic brain activity, specifically fractional amplitude of low frequency fluctuations, regional homogeneity, and degree centrality.	2013-09-05T09:18:10.000122Z																				16								PLoS ONE					2015-12-23T19:43:36.980534Z					A Correspondence between Individual Differences in the Brain's Intrinsic Functional Architecture and the Content and Form of Self-Generated Thoughts			1.0	3.0	121.0							1	ChrisFiloGorgolewski	http://dx.plos.org/10.1371/journal.pone.0097176																60.0		18.0				other	http://neurovault.org/collections/16/												
438	10.1002/hbm.22138		2015-09-16T16:43:24.226078Z	Danilo Bzdok, Angela R. Laird, Karl Zilles, Peter T. Fox and Simon B. Eickhoff					We here employed methods for large-scale data mining to perform a connectivity-derived parcellation of the human amygdala based on whole-brain coactivation patterns computed for each seed voxel. Using this approach, connectivity-based parcellation divided the amygdala into three distinct clusters that are highly consistent with earlier microstructural distinctions. Meta-analytic connectivity modelling and functional characterization further revealed that the amygdala's laterobasal nuclei group was associated with coordinating high-level sensory input, whereas its centromedial nuclei group was linked to mediating attentional, vegetative, and motor responses. The results of this model-free approach support the concordance of structural, connectional, and functional organization in the human amygdala. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T16:43:24.225659Z					http://anima.modelgui.org/studies/Bzdok_Amygdala_2013															820								Human Brain Mapping					2015-12-23T20:20:27.715799Z					An investigation of the structural, connectional, and functional subspecialization in the human amygdala												555	ANIMA	http://doi.wiley.com/10.1002/hbm.v34.12																							http://neurovault.org/collections/820/												
439	10.1007/s00429-013-0698-0		2015-09-16T16:43:17.245328Z	Maren Amft, Danilo Bzdok, Angela R. Laird, Peter T. Fox, Leonhard Schilbach and Simon B. Eickhoff					In this study, we established a robust mapping of the social-affective default mode network (DMN) and those strongly connected to them (the extended social-affective default network). We performed meta-analytic connectivity modeling and resting-state analyses in the meta-analytically defined DMN regions, and obtained a a conjunction across both connectivity analyses. We then functionally characterized the ensuing regions and performed several cluster analyses. The current work highlights a robustly interconnected network that may be central to introspective, socio-affective, that is, self- and other-related mental processes. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T16:43:17.244448Z					http://anima.modelgui.org/studies/Amft_Social_Affective_2015															819								Brain Structure and Function					2015-12-23T20:22:42.522384Z					Definition and characterization of an extended social-affective default network												555	ANIMA	http://link.springer.com/10.1007/s00429-013-0698-0																							http://neurovault.org/collections/819/												
441	10.1016/j.neuroimage.2015.11.030		2014-08-18T10:07:52.534043Z	Micah Allen, Francesca Fardo, Martin J. Dietz, Hauke Hillebrandt, Karl Friston, Geraint Rees and Andreas Roepstorff	Nuisance Variable Regression			mni	"Abstract:
The body underlies our sense of self, emotion, and agency. Signals arising from the skin convey warmth, social touch, and the physical characteristics of external stimuli. Surprising or unexpected tactile sensations can herald events of motivational salience, including imminent threats (e.g., an insect bite) and hedonic rewards (a caressing touch). Awareness of such events is thought to depend upon the hierarchical integration of body-related mismatch responses by the anterior insula. To investigate this possibility, we measured brain activity using functional magnetic resonance imaging, while healthy participants performed a roving tactile oddball task. Mass-univariate analysis demonstrated robust activations in limbic, somatosensory, and prefrontal cortical areas previously implicated in tactile deviancy, body awareness, and cognitive control. Dynamic Causal Modelling revealed that unexpected stimuli increased the strength of forward connections along a caudal to rostral hierarchy—projecting from thalamic and somatosensory regions towards insula, cingulate and prefrontal cortices. Within this ascending flow of sensory information, the AIC was the only region to show increased backwards connectivity to the somatosensory cortex, augmenting a reciprocal exchange of neuronal signals. Further, participants who rated stimulus changes as easier to detect showed stronger modulation of descending PFC to AIC connections by deviance. These results suggest that the AIC coordinates hierarchical processing of tactile prediction error. They are interpreted in support of an embodied predictive coding model where AIC mediated body awareness is involved in anchoring a global neuronal workspace.

Includes results from factorial model with supplementary Touch Intensity (High > Low) and Intensity x Deviance Interactions"	2015-12-13T16:29:40.209207Z		64.0	3.0	90.0		True		False		OLS	randommixedeffects		GLM	SPM	True	Flexible Factorial (2x2)	right	Canonical	1/128	85	Usual fMRI		SPM	nonlinear	OLS	GLM	SPM	NeuroImage			2		2015-12-23T11:03:25.571658Z					Anterior insula coordinates hierarchical processing of tactile mismatch responses		798.0	1.0	8.0	38.0		True	Factorial Design	ascending		Default SPM	94	micahallen	http://linkinghub.elsevier.com/retrieve/pii/S1053811915010526		0.5			1.54	3.0	Siemens	Trio		3.0		6.0		SPM	8	45.0	24.5	21.0				eventrelated	http://neurovault.org/collections/85/	True	False	True	True	True	True	True	True	False	False	True	False
442	10.1016/j.neuroimage.2013.05.046		2015-09-16T16:43:46.211525Z	Danilo Bzdok, Robert Langner, Leonhard Schilbach, Oliver Jakobs, Christian Roski, Svenja Caspers, Angela R. Laird, Peter T. Fox, Karl Zilles and Simon B. Eickhoff					We conducted multi-modal connectivity-based parcellation to investigate potentially separate functional modules within right temporoparietal junction (RTPJ). Both task-constrained meta-analytic coactivation mapping and task-free resting-state connectivity analysis independently identified two distinct clusters within RTPJ. Coactivation mapping and resting-state correlations revealed that the anterior cluster increased neural activity concomitantly with a midcingulate-motor-insular network, functionally associated with attention, and decreased neural activity concomitantly with a parietal network, functionally associated with social cognition and memory retrieval, while the posterior cluster showed the exact opposite association pattern. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T16:43:46.210757Z					http://anima.modelgui.org/studies/Bzdok_TPJ_2013															822								NeuroImage					2015-12-23T20:22:16.547713Z					Characterization of the temporo-parietal junction by combining data-driven parcellation, complementary connectivity analyses, and functional decoding												555	ANIMA	http://linkinghub.elsevier.com/retrieve/pii/S1053811913005405																							http://neurovault.org/collections/822/												
444	10.1371/journal.pone.0121757		2015-12-22T01:25:19.634727Z	Qihong Zou, Bin-Ke Yuan, Hong Gu, Dongqiang Liu, Danny J. J. Wang, Jia-Hong Gao, Yihong Yang, Yu-Feng Zang and Nanyin Zhang						2015-12-22T01:40:14.190077Z																				1029								PLOS ONE					2016-01-02T04:03:51.286393Z					Detecting Static and Dynamic Differences between Eyes-Closed and Eyes-Open Resting States Using ASL and BOLD fMRI												847	Qihong	http://dx.plos.org/10.1371/journal.pone.0121757																							http://neurovault.org/collections/1029/												
445	10.1007/s00429-014-0744-6		2015-09-16T17:36:21.888524Z	Nils Nellessen, Claudia Rottschy, Simon B. Eickhoff, Simon T. Ketteler, Hanna Kuhn, N. Jon Shah, Jörg B. Schulz, Martina Reske and Kathrin Reetz					This is a coordinate-based whole-brain meta-analysis of 28 functional magnetic resonance imaging (fMRI) studies with episodic memory tasks. Brain activation patterns represent commonalities of between-group differences of mild cognitive impairment (MCI) or Alzheimer's-type dementia (AD) patients, respectively, contrasted to age-matched control subjects. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:36:21.888096Z					http://anima.modelgui.org/studies/Nellesen_Alzheimers_2015															841								Brain Structure and Function					2015-12-23T20:03:41.428538Z					Specific and disease stage-dependent episodic memory-related brain activation patterns in Alzheimer’s disease: a coordinate-based meta-analysis												555	ANIMA	http://link.springer.com/10.1007/s00429-014-0744-6																							http://neurovault.org/collections/841/												
446	10.1016/j.neuroimage.2013.05.041	T > C-20.0 	2015-03-19T19:23:06.047045Z	David C. Van Essen, Stephen M. Smith, Deanna M. Barch, Timothy E.J. Behrens, Essa Yacoub and Kamil Ugurbil				mni	"IMPORTANT:

This is open access data. You must agree to Terms and conditions of using this data before using it, available at:

http://humanconnectome.org/data/data-use-terms/open-access.html

Open Access Data (all imaging data and most of the behavioral data) is available to those who register an account at ConnectomeDB and agree to the Open Access Data Use Terms. This includes agreement to comply with institutional rules and regulations.

This means you may need the approval of your IRB or Ethics Committee to use the data. The released HCP data are not considered de-identified, since certain combinations of HCP Restricted Data (available through a separate process) might allow identification of individuals.  Different national, state and local laws may apply and be interpreted differently, so it is important that you consult with your IRB or Ethics Committee before beginning your research.  If needed and upon request, the HCP will provide a certificate stating that you have accepted the HCP Open Access Data Use Terms.

Please note that everyone who works with HCP open access data must review and agree to these terms, including those who are accessing shared copies of this data. If you are sharing HCP Open Access data, please advise your co-researchers that they must register with ConnectomeDB and agree to these terms.

Register and sign the Open Access Data Use Terms at ConnectomeDB:

https://db.humanconnectome.org/

Preprocessing Details:
http://www.ncbi.nlm.nih.gov/pubmed/23668970

T-stat maps were generated with FSL's randomise:

randomise -i 4D -o OneSampT -1 -T

and the package TtoZ was used to generate the Z-stat maps:

https://github.com/vsoch/TtoZ

Tasks:
http://humanconnectome.org/documentation/S500/HCP_S500+MEG2_Release_Appendix_VI.pdf"	2015-03-19T19:23:06.047045Z	58.0	208.0	3.0	90.0	https://db.humanconnectome.org/	True	BBR cost function, BBRegister FreeSurfer													457			FreeSurfer/FSL	nonlinear				NeuroImage					2015-12-23T19:54:30.414396Z	spline			"""topup"" FSL"	The WU-Minn Human Connectome Project: An overview	"FLIRT + ""topup"" toolbox, FSL (produces nonlinear transform)"				486.0				interleaved	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3720813/figure/F19/		186	vsochat	http://linkinghub.elsevier.com/retrieve/pii/S1053811913005351			slice-accelerated multiband (MB) acquisitions		7060.0		Siemens	Magnetom Connecome Skyra syngo MR D11		2.0			Care is taken in the fMRIVolume pipeline to minimize the smoothing from interpolation, and no overt volume smoothing is done	FreeSurfer/FSL	5.2				2.0				http://neurovault.org/collections/457/	True				True						False	
447	10.1503/jpn.130080	AC-PC (auto)	2014-11-10T21:28:48.651787Z	Michael Gaebler, Judith Daniels, Jan-Peter Lamke, Thomas Fydrich and Henrik Walter	AR(1)			mni	Behavioural and neural correlates of self-focused emotion regulation in social anxiety disorder	2014-11-10T21:28:48.651787Z	25.0	192.0	3.0	80.0		True		True	Patients with social anxiety disorder relative to matched healthy controls		randommixedeffects		two-sample t-test		False		right	SPM default	128 s (SPM default)	206								Journal of Psychiatry & Neuroscience		623.0	25	64.0	2015-12-23T11:02:50.907745Z			first scan of session		Behavioural and neural correlates of self-focused emotion regulation in social anxiety disorder		24.0	3.0	2.0	46.0				descending	realignment (to 1st scan), unwarp (fieldmap), coreg (T1-->meanEPI), segment, DARTEL normalization to group template (incl. smoothing)		29	MichaelGaebler	http://jpn.ca/		24.0	EPI	ArtRepair for excessive head movement and signal dropout	2250.0		Siemens	TIM Trio	0.6	3.6		6.0	Gaussian	SPM	8		30.0					eventrelated	http://neurovault.org/collections/206/	True	False	True	True	True	True		False	False	False	True	False
449	10.1093/cercor/bhu250		2015-09-16T16:45:04.643140Z	S. B. Eickhoff, A. R. Laird, P. T. Fox, D. Bzdok and L. Hensel					In this study, the functional heterogeneity in the dorsomedial prefrontal cortex (dmPFC) was investigated identifying four subregions (rostroventral, rostrodorsal, caudal-right, and caudal-left). Both rostral clusters were functionally connected to the amygdala and hippocampus and associated with mnemonic and social cognitive tasks. The rostroventral cluster exhibited strongest connectivity to the default mode network. Unlike the rostral differentiation, the caudal dmPFC was divided by hemispheres. The caudal-right cluster was strongly connected to a frontoparietal network (dorsal attention network), whereas the caudal-left cluster was strongly connected to the anterior midcingulate cortex and bilateral anterior insula (salience network). This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T16:45:04.642317Z					http://anima.modelgui.org/studies/Eickhoff_dmPFC_2014															828								Cerebral Cortex					2015-12-23T20:31:37.800741Z					Functional Segregation of the Human Dorsomedial Prefrontal Cortex												555	ANIMA	http://www.cercor.oxfordjournals.org/cgi/doi/10.1093/cercor/bhu250																							http://neurovault.org/collections/828/												
453	10.1016/j.neuroimage.2009.03.014		2014-06-04T15:36:05.681384Z	Keith J. Duncan, Chotiga Pattamadilok, Iris Knierim and Joseph T. Devlin			vsochat		OpenfMRI ds000107	2014-06-04T15:36:05.681384Z			1.5		https://openfmri.org/dataset/ds000107															46								NeuroImage					2015-12-23T19:43:55.930233Z					Consistency and variability in functional localisers					49.0							1	ChrisFiloGorgolewski	http://linkinghub.elsevier.com/retrieve/pii/S1053811909002353							Siemens																http://neurovault.org/collections/46/												
